BiolFlor-Name;Floral rewards;;;
;pollen;plenty;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Plantago lanceolata L.;nectar;none;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
;pollen;plenty;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Plantago major L. s. str.;nectar;none;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
;pollen;plenty;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Plantago media L.;nectar;none;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
;pollen;plenty;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Plantago winteri Wirtg.;nectar;none;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
;pollen;plenty;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Platanthera bifolia (L.) Rich.;nectar;plenty;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Polygala alpestris Rchb.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Polygala amara L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Polygala amarella Crantz;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Polygala chamaebuxus L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Polygonatum odoratum (Mill.) Druce;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Polygonatum verticillatum (L.) All.;nectar;plenty;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Potentilla erecta (L.) Raeusch.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Potentilla reptans L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Prenanthes purpurea L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Primula auricula L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Primula elatior (L.) Hill;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Primula farinosa L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Primula minima L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Primula veris L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Primula vulgaris Huds.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Pritzelago alpina (L.) Kuntze;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Prunella grandiflora (L.) Scholler;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Prunella laciniata (L.) L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Prunella vulgaris L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Pulmonaria obscura Dumort.;nectar;plenty;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Pulmonaria officinalis L.;nectar;plenty;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Pulsatilla alpina (L.) Delarbre s. str.;nectar;none;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
;pollen;plenty;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Pulsatilla micrantha (DC.) Sweet;pollen;plenty;Anmerkung 2002: pers. obs.;
Pyrola rotundifolia L.;nectar;plenty;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
;nectar;none;Werth, E. 1923: Über die Bestäubung von Viscum und Loranthus und die Frage der Primitivität der Windblütigkeit wie der Pollenblumen bei den Angiospermen. Berichte der Deutschen Botanischen Gesellschaft 41:151-164;
;pollen;plenty;Werth, E. 1923: Über die Bestäubung von Viscum und Loranthus und die Frage der Primitivität der Windblütigkeit wie der Pollenblumen bei den Angiospermen. Berichte der Deutschen Botanischen Gesellschaft 41:151-164;
Ranunculus aconitifolius L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
;pollen;plenty;Anmerkung 2002: pers. obs.;
Ranunculus acris L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
;pollen;plenty;Anmerkung 2002: pers. obs.;
Ranunculus alpestris L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
;pollen;plenty;Anmerkung 2002: pers. obs.;
Ranunculus breyninus Crantz;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
;pollen;plenty;Anmerkung 2002: pers. obs.;
Ranunculus carinthiacus Hoppe;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
;pollen;plenty;Anmerkung 2002: pers. obs.;
Ranunculus ficaria L.;nectar;plenty;Taylor, K., Markham, B. 1978: Biological Flora of the British Isles: Ranunculus ficaria L. (Ficaria verna Huds.; Ficaria ranunculoides Moench). Journal of Ecology 66:1011-1031;
;pollen;plenty;Anmerkung 2002: pers. obs.;
Ranunculus montanus Willd.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
;pollen;plenty;Anmerkung 2002: pers. obs.;
Ranunculus nemorosus DC.;pollen;plenty;Anmerkung 2002: pers. obs.;
Ranunculus platanifolius L.;pollen;plenty;Anmerkung 2002: pers. obs.;
Ranunculus polyanthemoides Boreau;pollen;plenty;Anmerkung 2002: pers. obs.;
Ranunculus polyanthemophyllus W. Koch & Hess;pollen;plenty;Anmerkung 2002: pers. obs.;
Ranunculus polyanthemos L. s. str.;pollen;plenty;Anmerkung 2002: pers. obs.;
Ranunculus repens L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
;pollen;plenty;Anmerkung 2002: pers. obs.;
Ranunculus serpens Schrank;pollen;plenty;Anmerkung 2002: pers. obs.;
Ranunculus villarsii DC.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
;pollen;plenty;Anmerkung 2002: pers. obs.;
Rhinanthus alectorolophus (Scop.) Pollich s. l.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Rhinanthus glacialis Personnat;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Rhinanthus minor L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Rhinanthus rumelicus Velen.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Rhododendron hirsutum L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Rosa canina L. s. l.;nectar;none;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
;pollen;plenty;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Rosa corymbifera Borkh. s. l.;nectar;none;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
;pollen;plenty;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Rosa dumalis Bechst.;nectar;none;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
;pollen;plenty;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Rubus idaeus L.;nectar;plenty;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Rumex acetosa L.;nectar;none;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Rumex arifolius All.;nectar;none;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Rumex obtusifolius L.;nectar;none;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Sagina procumbens L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Sagina saginoides (L.) H. Karst.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Salix retusa L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Salix serpillifolia Scop.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Salvia glutinosa L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Salvia verticillata L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Sanguisorba officinalis L.;nectar;present;Dahlgren, G. 1995: Sanguisorba. In: Hegi, G.B. (Hrsg.) Illustrierte Flora von Mitteleuropa, 4 (2b), S. 1-13, Blackwell, Berlin;
;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Sanicula europaea L.;nectar;plenty;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Saxifraga aizoides L.;nectar;plenty;Faegri, K., van der Pijl, L. 1979: The principles of pollination ecology. 3. Aufl., Pergamon Press, Oxford;
;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Saxifraga androsacea L.;nectar;plenty;Kaplan, K. 1995: Saxifragaceae. In: Hegi, G.B. (Hrsg.) Illustrierte Flora von Mitteleuropa, 4 (2a), S. 130-229, Blackwell, Berlin;
Saxifraga caesia L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Saxifraga paniculata Mill.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Saxifraga rotundifolia L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Saxifraga stellaris L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Scrophularia nodosa L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Sedum album L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Sedum atratum L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Senecio abrotanifolius L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Senecio germanicus Wallr.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Senecio ovatus (Gaertn., B. Mey. & Scherb.) Willd.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Silene acaulis (L.) Jacq. s. str.;nectar;plenty;Jones, V., Richards, P.W. 1962: Biological Flora of the British Isles: Silene acaulis (L.) Jacq.. Journal of Ecology 50:475-487;
Silene dioica (L.) Clairv.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Silene nutans L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Silene vulgaris (Moench) Garcke s. l.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Solanum dulcamara L.;nectar;none;Proctor, M.C.F., Yeo, P., Lack, A. 1996: The natural history of pollination. HarperCollins Publishers, London;
;pollen;plenty;Proctor, M.C.F., Yeo, P., Lack, A. 1996: The natural history of pollination. HarperCollins Publishers, London;
Soldanella alpina L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Solidago virgaurea L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Stachys sylvatica L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Stellaria graminea L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Stellaria nemorum L. s. l.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Taraxacum sect. Alpina Hegetschw.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Taraxacum sect. Palustria  (Lyons) Symons;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Taraxacum sect. Ruderalia  Wiggers;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Teucrium chamaedrys L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Thalictrum aquilegiifolium L.;nectar;none;Proctor, M.C.F., Yeo, P., Lack, A. 1996: The natural history of pollination. HarperCollins Publishers, London;
;nectar;none;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
;pollen;plenty;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Thesium alpinum L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Thymus praecox Opiz s. l.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Thymus pulegioides L. s. l.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Tofieldia calyculata (L.) Wahlenb.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
;nectar;present;Ascherson, P., Bernátsky, J., Bernner, W., Buxbaum, F., Graebner, P., Höck, F., Kirchner, O., Loew, E., Ludwig, F. 1934: Araceae, Lemnaceae, Juncaceae, Liliaceae, Dioscoreaceae, Amaryllidaceae, Iridaceae. von Kirchner, O., Loew, E., Schröter, C., and Wangerin, W. (Hrsg.), Lebensgeschichte der Blütenpflanzen Mitteleuropas Vol. 1, 3.;
Tofieldia pusilla (Michx.) Pers.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
;nectar;present;Ascherson, P., Bernátsky, J., Bernner, W., Buxbaum, F., Graebner, P., Höck, F., Kirchner, O., Loew, E., Ludwig, F. 1934: Araceae, Lemnaceae, Juncaceae, Liliaceae, Dioscoreaceae, Amaryllidaceae, Iridaceae. von Kirchner, O., Loew, E., Schröter, C., and Wangerin, W. (Hrsg.), Lebensgeschichte der Blütenpflanzen Mitteleuropas Vol. 1, 3.;
Tragopogon minor Mill.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Tragopogon orientalis L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Tragopogon pratensis L. s. str.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Trifolium badium Schreb.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Trifolium medium L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Trifolium montanum L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Trifolium pratense L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Trifolium repens L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Trollius europaeus L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Tussilago farfara L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Vaccinium myrtillus L.;nectar;plenty;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Vaccinium vitis-idaea L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Valeriana dioica L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Valeriana montana L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Valeriana officinalis L. s. str.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Valeriana pratensis Dierb.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Valeriana procurrens Wallr.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Valeriana sambucifolia J. C. Mikan ex Pohl;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Valeriana saxatilis L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Valeriana tripteris L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Valeriana versifolia Brügger;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Veratrum album L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Verbascum thapsus L.;pollen;plenty;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Veronica alpina L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Veronica aphylla L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Veronica beccabunga L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Veronica chamaedrys L. s. l.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Veronica filiformis Sm.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Veronica fruticans Jacq.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Veronica officinalis L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Veronica serpyllifolia L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Vicia cracca L. s. str.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Vicia sepium L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Vicia tenuifolia Roth s. str.;nectar;present;Kirchner, O. 1905: Über die Wirkung der Selbstbestäubung bei den Papilionaceen. Naturwissenschaftliche Zeitschrift für Land- und Forstwirtschaft 3:97-111;
Vincetoxicum hirundinaria Medik.;nectar;little;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Viola biflora L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Viola collina Besser;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Viola hirta L.;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;
Viola reichenbachiana Jord. ex Boreau;nectar;present;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;

Results BiolFlor searchsystem;
(c) UFZ-Umweltforschungszentrum Leipzig-Halle GmbH;2020-04-15 12:24:54
